pmid,title,year,journal,missing_kind,is_oa,oa_status,pmcid,oa_url,path
38178674,"CT109-SN-38, a Novel Antibody-drug Conjugate with Dual Specificity for CEACAM5 and 6, Elicits Potent Killing of Pancreatic Cancer Cells.",2024,Current cancer drug targets,open access,True,hybrid,,https://doi.org/10.2174/0115680096260614231115192343,corpus/by-pmid/38178674.md
38191923,Exploring the next generation of antibody-drug conjugates.,2024,Nature reviews. Clinical oncology,open access,True,bronze,,https://www.nature.com/articles/s41571-023-00850-2.pdf,corpus/by-pmid/38191923.md
38193381,Single agent vs combination immunotherapy in advanced melanoma: a review of the evidence.,2024,Current opinion in oncology,open access,True,green,,https://dipot.ulb.ac.be/dspace/bitstream/2013/373062/3/articleNada.pdf,corpus/by-pmid/38193381.md
38193692,An HTLV-1 envelope mRNA vaccine is immunogenic and protective in New Zealand rabbits.,2024,Journal of virology,open access,True,green,PMC10883802,https://pmc.ncbi.nlm.nih.gov/articles/PMC10883802/pdf/jvi.01623-23.pdf,corpus/by-pmid/38193692.md
38194775,An 19F NMR fragment-based approach for the discovery and development of BRCA2-RAD51 inhibitors to pursuit synthetic lethality in combination with PARP inhibition in pancreatic cancer.,2024,European journal of medicinal chemistry,open access,True,hybrid,,https://doi.org/10.1016/j.ejmech.2023.116114,corpus/by-pmid/38194775.md
38195076,Case report: durable response of gliomatosis cerebri with concurrent tumor-treating fields (TTFields) and chemoradiotherapy treatment.,2023,Chinese clinical oncology,open access,True,diamond,,https://doi.org/10.21037/cco-23-114,corpus/by-pmid/38195076.md
38198449,Advances in the variations and biomedical applications of stimuli-responsive nanodrug delivery systems.,2024,Nanotechnology,open access,True,bronze,,https://iopscience.iop.org/article/10.1088/1361-6528/ad170b/pdf,corpus/by-pmid/38198449.md
38214171,Insights from in vivo preclinical cancer studies with histotripsy.,2024,"International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group",open access,True,gold,PMC11102041,https://www.tandfonline.com/doi/pdf/10.1080/02656736.2023.2297650?needAccess=true,corpus/by-pmid/38214171.md
38218178,A systematic analysis of the landscape of synthetic lethality-driven precision oncology.,2024,"Med (New York, N.Y.)",open access,True,hybrid,,http://www.cell.com/article/S2666634023004075/pdf,corpus/by-pmid/38218178.md
38225106,Preconditioning with immunogenic cell death-inducing treatments for subsequent immunotherapy.,2024,International review of cell and molecular biology,open access,True,green,,https://hal.science/hal-04601417/document,corpus/by-pmid/38225106.md
38228257,Nanomaterials-assisted photothermal therapy for breast cancer: State-of-the-art advances and future perspectives.,2024,Photodiagnosis and photodynamic therapy,open access,True,gold,,https://doi.org/10.1016/j.pdpdt.2023.103959,corpus/by-pmid/38228257.md
38232092,Serum biomarkers of inflammation and vascular damage upon SARS-Cov-2 mRNA vaccine in patients with thymic epithelial tumors.,2024,Clinical chemistry and laboratory medicine,open access,True,hybrid,,https://www.degruyter.com/document/doi/10.1515/cclm-2023-1283/pdf,corpus/by-pmid/38232092.md
38232641,Evaluation of the cytotoxic and immunomodulatory effects of sonodynamic therapy in human pancreatic cancer spheroids.,2024,"Journal of photochemistry and photobiology. B, Biology",open access,True,hybrid,,https://doi.org/10.1016/j.jphotobiol.2024.112842,corpus/by-pmid/38232641.md
38235931,Re: 'Prostate cancer outcomes following whole-gland and focal high-intensity focused ultrasound'.,2024,BJU international,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bju.16277,corpus/by-pmid/38235931.md
38244254,Drug discovery targeting nicotinamide phosphoribosyltransferase (NAMPT): Updated progress and perspectives.,2024,Bioorganic & medicinal chemistry,open access,True,green,,https://doi.org/10.7270/q2x63sms,corpus/by-pmid/38244254.md
38252181,Focal therapy with high-intensity focused ultrasound for localized prostate cancer: approval as advanced medical care and future outlook.,2024,Journal of medical ultrasonics (2001),open access,True,bronze,,https://link.springer.com/content/pdf/10.1007/s10396-023-01401-z.pdf,corpus/by-pmid/38252181.md
38262242,A phase 2 trial of zanidatamab in HER2-overexpressed advanced endometrial carcinoma and carcinosarcoma (ZW25-IST-2).,2024,Gynecologic oncology,open access,True,green,PMC11264355,https://pmc.ncbi.nlm.nih.gov/articles/PMC11264355/pdf/nihms-1961145.pdf,corpus/by-pmid/38262242.md
38270051,A plain language summary of the TROPiCS-02 study in patients with breast cancer (HR-positive/HER2-negative).,2024,"Future oncology (London, England)",open access,True,hybrid,,https://doi.org/10.2217/fon-2023-0845,corpus/by-pmid/38270051.md
38290965,Outcomes of Patients with Brain Metastases from Renal Cell Carcinoma Receiving First-line Therapies: Results from the International Metastatic Renal Cell Carcinoma Database Consortium.,2024,European urology,open access,True,hybrid,,https://doi.org/10.1016/j.eururo.2024.01.006,corpus/by-pmid/38290965.md
38295487,Discovery of thiophen-2-ylmethylene bis-dimedone derivatives as novel WRN inhibitors for treating cancers with microsatellite instability.,2024,Bioorganic & medicinal chemistry,open access,True,green,,https://doi.org/10.7270/q2ns10kf,corpus/by-pmid/38295487.md
38295754,Unveiling the potential effects of resveratrol in lung cancer treatment: Mechanisms and nanoparticle-based drug delivery strategies.,2024,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2024.116207,corpus/by-pmid/38295754.md
38296554,Targeted Therapy for Prostate Cancer by Prostate-Specific Membrane Antigen-Targeted Small-Molecule Drug Conjugates.,2024,Chemical & pharmaceutical bulletin,open access,True,diamond,,https://www.jstage.jst.go.jp/article/cpb/72/2/72_c23-00535/_pdf,corpus/by-pmid/38296554.md
38296645,"Lucanthone, a Potential PPT1 Inhibitor, Perturbs Stemness, Reduces Tumor Microtube Formation, and Slows the Growth of Temozolomide-Resistant Gliomas In Vivo.",2024,The Journal of pharmacology and experimental therapeutics,open access,True,green,PMC10949164,https://pmc.ncbi.nlm.nih.gov/articles/PMC10949164/pdf/jpet.123.002021.pdf,corpus/by-pmid/38296645.md
38306232,Antibody-Drug Conjugates: Advancing from Magic Bullet to Biological Missile.,2024,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,,https://aacrjournals.org/clincancerres/article-pdf/doi/10.1158/1078-0432.CCR-23-3414/3416756/ccr-23-3414.pdf,corpus/by-pmid/38306232.md
38306242,Glofitamab as a salvage treatment for B-cell lymphomas in the real world: A multicenter study in Taiwan.,2024,Cancer,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cncr.35217,corpus/by-pmid/38306242.md
38308868,Reconstruction of cell-specific models capturing the influence of metabolism on DNA methylation in cancer.,2024,Computers in biology and medicine,open access,True,hybrid,,https://www.sciencedirect.com/science/article/pii/S0010482524001367,corpus/by-pmid/38308868.md
38309616,Oncolytic virus-based combination therapy in breast cancer.,2024,Cancer letters,open access,True,hybrid,,https://doi.org/10.1016/j.canlet.2024.216634,corpus/by-pmid/38309616.md
38312102,A phase II study of guadecitabine combined with irinotecan vs regorafenib or TAS-102 in irinotecan-refractory metastatic colorectal cancer patients.,2024,International journal of cancer,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ijc.34845,corpus/by-pmid/38312102.md
38315003,Overcoming Clinical Resistance to EZH2 Inhibition Using Rational Epigenetic Combination Therapy.,2024,Cancer discovery,open access,True,bronze,PMC11147720,https://aacrjournals.org/cancerdiscovery/article-pdf/doi/10.1158/2159-8290.CD-23-0110/3412551/cd-23-0110.pdf,corpus/by-pmid/38315003.md
38341177,Targeted delivery of polo-like kinase 1 siRNA nanoparticles using an EGFR-PEG bispecific antibody inhibits proliferation of high-risk neuroblastoma.,2024,Journal of controlled release : official journal of the Controlled Release Society,open access,True,green,,http://hdl.handle.net/1959.4/106597,corpus/by-pmid/38341177.md
38341307,HER2-low breast cancer and response to neoadjuvant chemotherapy: a population-based cohort study.,2024,Pathology,open access,True,hybrid,,https://www.pathologyjournal.rcpa.edu.au/article/S0031-3025(24)00007-2/pdf,corpus/by-pmid/38341307.md
38372431,Peptide-Driven Proton Sponge Nano-Assembly for Imaging and Triggering Lysosome-Regulated Immunogenic Cancer Cell Death.,2024,"Advanced materials (Deerfield Beach, Fla.)",open access,True,green,PMC11081816,https://pmc.ncbi.nlm.nih.gov/articles/PMC11081816/pdf/nihms-1968749.pdf,corpus/by-pmid/38372431.md
38372580,Targeting the hERG1 and β1 integrin complex for cancer treatment.,2024,Expert opinion on therapeutic targets,open access,True,bronze,,https://www.tandfonline.com/doi/pdf/10.1080/14728222.2024.2318449?download=true,corpus/by-pmid/38372580.md
38377034,Immune checkpoint inhibitor-related colitis in patients on immunotherapy for cancer.,2024,American journal of clinical pathology,open access,True,bronze,,https://academic.oup.com/ajcp/advance-article-pdf/doi/10.1093/ajcp/aqae002/56720631/aqae002.pdf,corpus/by-pmid/38377034.md
38377739,The power and the promise of synthetic lethality for clinical application in cancer treatment.,2024,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2024.116288,corpus/by-pmid/38377739.md
38380542,A Polymeric Nanoparticle to Co-Deliver Mitochondria-Targeting Peptides and Pt(IV) Prodrug: Toward High Loading Efficiency and Combination Efficacy.,2024,Angewandte Chemie (International ed. in English),open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.202402291,corpus/by-pmid/38380542.md
38382538,Beyond the Barrier: Unraveling the Mechanisms of Immunotherapy Resistance.,2024,Annual review of immunology,open access,True,hybrid,PMC11213679,https://doi.org/10.1146/annurev-immunol-101819-024752,corpus/by-pmid/38382538.md
38386011,Plasma sPD-L1 and VEGF levels are associated with the prognosis of NSCLC patients treated with combination immunotherapy.,2024,Anti-cancer drugs,open access,True,hybrid,,https://doi.org/10.1097/cad.0000000000001576,corpus/by-pmid/38386011.md
38387457,A versatile CRISPR-Cas13d platform for multiplexed transcriptomic regulation and metabolic engineering in primary human T cells.,2024,Cell,open access,True,green,PMC10965243,https://pmc.ncbi.nlm.nih.gov/articles/PMC10965243/pdf/nihms-1964100.pdf,corpus/by-pmid/38387457.md
38407276,Free drug and ROS-responsive nanoparticle delivery of synergistic doxorubicin and olaparib combinations to triple negative breast cancer models.,2024,Biomaterials science,open access,True,hybrid,,https://pubs.rsc.org/en/content/articlepdf/2024/bm/d3bm01931d,corpus/by-pmid/38407276.md
38411373,Emerging therapeutic strategies for metastatic uveal melanoma: Targeting driver mutations.,2024,Pigment cell & melanoma research,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pcmr.13161,corpus/by-pmid/38411373.md
38412100,IL-37 dampens immunosuppressive functions of MDSCs via metabolic reprogramming in the tumor microenvironment.,2024,Cell reports,open access,True,gold,,http://www.cell.com/article/S2211124724001633/pdf,corpus/by-pmid/38412100.md
38414242,Therapeutic potential of RNA-enriched extracellular vesicles: The next generation in RNA delivery via biogenic nanoparticles.,2024,Molecular therapy : the journal of the American Society of Gene Therapy,open access,True,green,PMC11403218,https://pmc.ncbi.nlm.nih.gov/articles/PMC11403218/pdf/main.pdf,corpus/by-pmid/38414242.md
38417178,"Impact of glioma peritumoral edema, tumor size, and tumor location on alternating electric fields (AEF) therapy in realistic 3D rat glioma models: a computational study.",2024,Physics in medicine and biology,open access,True,hybrid,,https://iopscience.iop.org/article/10.1088/1361-6560/ad2e6c/pdf,corpus/by-pmid/38417178.md
38447347,"Phase 1b study of mirvetuximab soravtansine, a folate receptor alpha (FRα)-targeting antibody-drug conjugate, in combination with carboplatin and bevacizumab in patients with platinum-sensitive ovarian cancer.",2024,Gynecologic oncology,open access,True,hybrid,,http://www.gynecologiconcology-online.net/article/S0090825824000714/pdf,corpus/by-pmid/38447347.md
38448290,A scientometric analysis of immunotherapies for gliomas: Focus on GBM.,2024,Asian journal of surgery,open access,True,gold,,https://doi.org/10.1016/j.asjsur.2024.02.138,corpus/by-pmid/38448290.md
38452386,Novel silicene-mesoporous silica nanoparticles conjugated gemcitabine induced cellular apoptosis via upregulating NF-κB p65 nuclear translocation suppresses pancreatic cancer growthin vitroandin vivo.,2024,Nanotechnology,open access,True,hybrid,,https://iopscience.iop.org/article/10.1088/1361-6528/ad312a/pdf,corpus/by-pmid/38452386.md
38455403,"""Tumor Treating Fields"" delivered via electromagnetic induction have varied effects across glioma cell lines and electric field amplitudes.",2024,American journal of cancer research,open access,True,bronze,PMC10915321,https://doi.org/10.62347/ndii9862,corpus/by-pmid/38455403.md
38461088,[Severe complications of systemic treatment in thoracic oncology].,2024,Revue des maladies respiratoires,open access,True,green,,https://dipot.ulb.ac.be/dspace/bitstream/2013/373460/4/main-2.pdf,corpus/by-pmid/38461088.md
38471524,DNA methylation profiling of myelodysplastic syndromes and clinical response to azacitidine: A multicentre retrospective study.,2024,British journal of haematology,open access,True,hybrid,,https://doi.org/10.1111/bjh.19392,corpus/by-pmid/38471524.md
38471594,In vitro and in ovo photodynamic efficacy of nebulized curcumin-loaded tetraether lipid liposomes prepared by DC as stable drug delivery system.,2024,European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences,open access,True,gold,,https://doi.org/10.1016/j.ejps.2024.106748,corpus/by-pmid/38471594.md
38471620,CAR T treatment beyond cancer: Hope for immunomodulatory therapy of non-cancerous diseases.,2024,Life sciences,open access,True,hybrid,,https://doi.org/10.1016/j.lfs.2024.122556,corpus/by-pmid/38471620.md
38471664,Prevention and treatment of HPV-related cancer through a mRNA vaccine expressing APC-targeting antigen.,2024,Immunology,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/imm.13777,corpus/by-pmid/38471664.md
38481679,"Apabetalone (RVX-208): A Potential Epigenetic Therapy for the Treatment of Cardiovascular, Renal, Neurological, Viral, and Cancer Disorders.",2024,ACS pharmacology & translational science,open access,True,green,PMC10928887,https://pmc.ncbi.nlm.nih.gov/articles/PMC10928887/pdf/pt3c00219.pdf,corpus/by-pmid/38481679.md
38492435,Development of a c-MET x CD137 bispecific antibody for targeted immune agonism in cancer immunotherapy.,2024,Cancer treatment and research communications,open access,True,gold,,https://doi.org/10.1016/j.ctarc.2024.100805,corpus/by-pmid/38492435.md
38492861,STING-activating cyclic dinucleotide-manganese nanoparticles evoke robust immunity against acute myeloid leukemia.,2024,Journal of controlled release : official journal of the Controlled Release Society,open access,True,green,PMC11032129,https://pmc.ncbi.nlm.nih.gov/articles/PMC11032129/pdf/nihms-1985342.pdf,corpus/by-pmid/38492861.md
38503501,Knowledge-Based Therapeutics for Tricarboxylic Acid (TCA) Cycle-Deficient Cancers.,2024,Cold Spring Harbor perspectives in medicine,open access,True,hybrid,PMC11368189,http://perspectivesinmedicine.cshlp.org/content/early/2024/03/19/cshperspect.a041536.full.pdf,corpus/by-pmid/38503501.md
38509717,NECTIN4-targeted antibody-drug conjugate is a potential therapeutic option for extramammary Paget disease.,2024,Experimental dermatology,open access,True,hybrid,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/exd.15049,corpus/by-pmid/38509717.md
38511548,Pulsed Photothermal Therapy of Solid Tumors as a Precondition for Immunotherapy.,2024,"Small (Weinheim an der Bergstrasse, Germany)",open access,True,hybrid,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202309495,corpus/by-pmid/38511548.md
38526025,CAR T cells for solid tumors - developments to watch in 2023.,2024,Expert opinion on biological therapy,open access,True,bronze,,https://www.tandfonline.com/doi/pdf/10.1080/14712598.2024.2334399?download=true,corpus/by-pmid/38526025.md
38528388,Nanoparticle drug delivery systems responsive to tumor microenvironment: Promising alternatives in the treatment of triple-negative breast cancer.,2024,Wiley interdisciplinary reviews. Nanomedicine and nanobiotechnology,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wnan.1950,corpus/by-pmid/38528388.md
38538786,TRBC1-targeting antibody-drug conjugates for the treatment of T cell cancers.,2024,Nature,open access,True,green,PMC11250631,https://pmc.ncbi.nlm.nih.gov/articles/PMC11250631/pdf/nihms-1998786.pdf,corpus/by-pmid/38538786.md
38549312,"Optimal strategies of oncolytic virus-bortezomib therapy via the apoptotic, necroptotic, and oncolysis signaling network.",2024,Mathematical biosciences and engineering : MBE,open access,True,gold,,https://doi.org/10.3934/mbe.2024173,corpus/by-pmid/38549312.md
38549430,Swine pseudorabies virus attenuated vaccine reprograms the kidney cancer tumor microenvironment and synergizes with PD-1 blockade.,2024,Journal of medical virology,open access,True,hybrid,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jmv.29568,corpus/by-pmid/38549430.md
38552500,Wireless electrostimulation for cancer treatment: An integrated nanoparticle/coaxial fiber mesh platform.,2024,Biomaterials advances,open access,True,bronze,,https://ars.els-cdn.com/content/image/1-s2.0-S2772950824000736-ga1_lrg.jpg,corpus/by-pmid/38552500.md
38566448,A review on comprehending immunotherapeutic approaches inducing ferroptosis: Managing tumour immunity.,2024,Immunology,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/imm.13789,corpus/by-pmid/38566448.md
38573683,Applications and Opportunities for Immune Cell CAR Engineering in Comparative Oncology.,2024,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,PMC11147717,https://aacrjournals.org/clincancerres/article-pdf/doi/10.1158/1078-0432.CCR-23-3690/3440217/ccr-23-3690.pdf,corpus/by-pmid/38573683.md
38579722,Impact of renal cell carcinoma molecular subtypes on immunotherapy and targeted therapy outcomes.,2024,Cancer cell,open access,True,green,PMC11130783,https://pmc.ncbi.nlm.nih.gov/articles/PMC11130783/pdf/nihms-1993498.pdf,corpus/by-pmid/38579722.md
38588411,Ketogenic Diet Alters the Epigenetic and Immune Landscape of Prostate Cancer to Overcome Resistance to Immune Checkpoint Blockade Therapy.,2024,Cancer research,open access,True,bronze,PMC11096030,https://aacrjournals.org/cancerres/article-pdf/doi/10.1158/0008-5472.CAN-23-2742/3440774/can-23-2742.pdf,corpus/by-pmid/38588411.md
38593212,Preclinical Efficacy of a PSMA-Targeted Actinium-225 Conjugate (225Ac-Macropa-Pelgifatamab): A Targeted Alpha Therapy for Prostate Cancer.,2024,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,,https://aacrjournals.org/clincancerres/article-pdf/doi/10.1158/1078-0432.CCR-23-3746/3440820/ccr-23-3746.pdf,corpus/by-pmid/38593212.md
38593779,"The roles of ferroptosis in cancer: Tumor suppression, tumor microenvironment, and therapeutic interventions.",2024,Cancer cell,open access,True,bronze,,http://www.cell.com/article/S1535610824000965/pdf,corpus/by-pmid/38593779.md
38593780,Pharmacogenomic profiling of intra-tumor heterogeneity using a large organoid biobank of liver cancer.,2024,Cancer cell,open access,True,hybrid,,http://www.cell.com/article/S1535610824000898/pdf,corpus/by-pmid/38593780.md
38603888,Characterization of a novel T cell-engaging bispecific antibody for elimination of L1CAM-positive tumors.,2024,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,http://dx.doi.org/10.1016/j.biopha.2024.116565,corpus/by-pmid/38603888.md
38603889,Epigenetic deregulation in breast cancer microenvironment: Implications for tumor progression and therapeutic strategies.,2024,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2024.116559,corpus/by-pmid/38603889.md
38605180,A novel bispecific antibody drug conjugate targeting HER2 and HER3 with potent therapeutic efficacy against breast cancer.,2024,Acta pharmacologica Sinica,open access,True,green,PMC11272928,https://pmc.ncbi.nlm.nih.gov/articles/PMC11272928/pdf/41401_2024_Article_1279.pdf,corpus/by-pmid/38605180.md
38605228,Lymphatic vessels in the age of cancer immunotherapy.,2024,Nature reviews. Cancer,open access,True,green,PMC12312704,https://pmc.ncbi.nlm.nih.gov/articles/PMC12312704/pdf/nihms-2090826.pdf,corpus/by-pmid/38605228.md
38614074,Melanoma neoantigen vaccines: Are we getting more personal now?,2024,"Med (New York, N.Y.)",open access,True,bronze,,http://www.cell.com/article/S266663402400117X/pdf,corpus/by-pmid/38614074.md
38614815,Direct in vivo CAR T cell engineering.,2024,Trends in pharmacological sciences,open access,True,hybrid,,http://www.cell.com/article/S016561472400052X/pdf,corpus/by-pmid/38614815.md
38615873,Recent strategies to overcome breast cancer resistance.,2024,Critical reviews in oncology/hematology,open access,True,hybrid,,https://doi.org/10.1016/j.critrevonc.2024.104351,corpus/by-pmid/38615873.md
38615875,Unveiling intratumoral microbiota: An emerging force for colorectal cancer diagnosis and therapy.,2024,Pharmacological research,open access,True,gold,,https://doi.org/10.1016/j.phrs.2024.107185,corpus/by-pmid/38615875.md
38621469,Trastuzumab deruxtecan in breast cancer.,2024,Critical reviews in oncology/hematology,open access,True,hybrid,,https://ars.els-cdn.com/content/image/1-s2.0-S1040842824000982-ga1_lrg.jpg,corpus/by-pmid/38621469.md
38629914,Akkermansia muciniphila improves gastric cancer treatment by modulating the immune microenvironment.,2024,Future microbiology,open access,True,green,PMC11216265,https://pmc.ncbi.nlm.nih.gov/articles/PMC11216265/pdf/IFMB_19_2339649.pdf,corpus/by-pmid/38629914.md
38631991,Biomarkers of Response to Anti-NECTIN4 Antibody-Drug Conjugate Enfortumab Vedotin in Urothelial Cancer.,2024,European urology focus,open access,True,hybrid,,https://www.eu-focus.europeanurology.com/article/S2405-4569(24)00053-1/pdf,corpus/by-pmid/38631991.md
38632954,Hyperthermia and cisplatin combination therapy promotes caspase-8 accumulation and activation to enhance apoptosis and pyroptosis in cancer cells.,2024,"International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group",open access,True,gold,,https://www.tandfonline.com/doi/pdf/10.1080/02656736.2024.2325489?download=true,corpus/by-pmid/38632954.md
38636443,Neoadjuvant EGFR-TKI therapy in Non-Small cell lung cancer.,2024,Cancer treatment reviews,open access,True,bronze,,http://www.cancertreatmentreviews.com/article/S0305737224000513/pdf,corpus/by-pmid/38636443.md
38639108,Quantitative Assessment of Drug Efficacy and Emergence of Resistance in Patients with Metastatic Renal Cell Carcinoma Using a Longitudinal Exposure-Tumor Growth Inhibition Model: Apitolisib (Dual PI3K/mTORC1/2 Inhibitor) Versus Everolimus (mTORC1 Inhibitor).,2024,Journal of clinical pharmacology,open access,True,hybrid,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcph.2444,corpus/by-pmid/38639108.md
38640784,Implantable CAR T cell factories enhance solid tumor treatment.,2024,Biomaterials,open access,True,green,PMC11125516,https://pmc.ncbi.nlm.nih.gov/articles/PMC11125516/pdf/nihms-1988832.pdf,corpus/by-pmid/38640784.md
38641490,Electroceuticals: emerging applications beyond the nervous system and excitable tissues.,2024,Trends in pharmacological sciences,open access,True,bronze,,http://www.cell.com/article/S016561472400049X/pdf,corpus/by-pmid/38641490.md
38652426,Antibody Drug Conjugates in Urological Cancers: A Review of the Current Landscape.,2024,Current oncology reports,open access,True,green,,https://eprints.soton.ac.uk/492374/1/ADC_Author_Manuscript217022141_1_.docx,corpus/by-pmid/38652426.md
38658385,The molecular characteristics of recurrent/metastatic HPV-positive head and neck squamous cell carcinoma: A systematic review of the literature.,2024,Clinical otolaryngology : official journal of ENT-UK ; official journal of Netherlands Society for Oto-Rhino-Laryngology & Cervico-Facial Surgery,open access,True,green,,https://discovery.dundee.ac.uk/ws/files/133255158/Clinical_Otolaryngology_-_2024_-_Flach_-_The_molecular_characteristics_of_recurrent_metastatic_HPV_positive_head_and_neck.pdf,corpus/by-pmid/38658385.md
38677243,Preclinical imaging evaluation of a bispecific antibody targeting hPD1/CTLA4 using humanized mice.,2024,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2024.116669,corpus/by-pmid/38677243.md
38690597,Editor's Note: Superior Efficacy of a Combined Epigenetic Therapy against Human Mantle Cell Lymphoma Cells.,2024,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,,https://aacrjournals.org/clincancerres/article-pdf/30/9/1994/3448700/1994.pdf,corpus/by-pmid/38690597.md
38697107,RNA aggregates harness the danger response for potent cancer immunotherapy.,2024,Cell,open access,True,green,PMC11767857,https://pmc.ncbi.nlm.nih.gov/articles/PMC11767857/pdf/nihms-1990218.pdf,corpus/by-pmid/38697107.md
38697317,Alpha-galactosylceramide improves the potency of mRNA LNP vaccines against cancer and intracellular bacteria.,2024,Journal of controlled release : official journal of the Controlled Release Society,open access,True,hybrid,,https://ars.els-cdn.com/content/image/1-s2.0-S0168365924002815-ga1_lrg.jpg,corpus/by-pmid/38697317.md
38700060,Tumor-On-A-Chip Models for Predicting In Vivo Nanoparticle Behavior.,2024,"Small (Weinheim an der Bergstrasse, Germany)",open access,True,hybrid,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202402311,corpus/by-pmid/38700060.md
38705311,Charge-Switchable nanoparticles to enhance tumor penetration and accumulation.,2024,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,open access,True,hybrid,,https://doi.org/10.1016/j.ejpb.2024.114310,corpus/by-pmid/38705311.md
38710183,Antiangiogenic Variant of TSP-1 Targets Tumor Cells in Glioblastomas.,2024,Molecular therapy : the journal of the American Society of Gene Therapy,open access,True,hybrid,PMC11184387,http://www.cell.com/article/S1525001624002545/pdf,corpus/by-pmid/38710183.md
38715363,Development of an mRNA-based therapeutic vaccine mHTV-03E2 for high-risk HPV-related malignancies.,2024,Molecular therapy : the journal of the American Society of Gene Therapy,open access,True,green,PMC11286823,https://pmc.ncbi.nlm.nih.gov/articles/PMC11286823/pdf/main.pdf,corpus/by-pmid/38715363.md
38719240,Translational PET Imaging of Nectin-4 Expression in Multiple Different Cancers with 68Ga-N188.,2024,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",open access,True,bronze,,https://jnm.snmjournals.org/content/jnumed/65/Supplement_1/12S.full.pdf,corpus/by-pmid/38719240.md
38722104,Development of an ultrasound-mediated nano-sized drug-delivery system for cancer treatment: from theory to experiment.,2024,"Nanomedicine (London, England)",open access,True,green,PMC11418290,https://www.ncbi.nlm.nih.gov/pmc/articles/11418290,corpus/by-pmid/38722104.md
38729264,Immunotherapies for locally aggressive cancers.,2024,Advanced drug delivery reviews,open access,True,green,PMC11228555,https://pmc.ncbi.nlm.nih.gov/articles/PMC11228555/pdf/nihms-1996477.pdf,corpus/by-pmid/38729264.md
38734322,Microecological regulation in HCC therapy: Gut microbiome enhances ICI treatment.,2024,Biochimica et biophysica acta. Molecular basis of disease,open access,True,hybrid,,https://doi.org/10.1016/j.bbadis.2024.167230,corpus/by-pmid/38734322.md
38741305,"Letter to the Editor: ""Imperative for Increased Research into Tumor Treating Fields Therapy for Enhancing Glioblastoma Outcomes"".",2024,World neurosurgery,open access,True,hybrid,,https://doi.org/10.1016/j.wneu.2024.02.110,corpus/by-pmid/38741305.md
38742463,Expanding the role of CAR T-cell therapy: From B-cell hematological malignancies to autoimmune rheumatic diseases.,2024,International journal of rheumatic diseases,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1756-185X.15182,corpus/by-pmid/38742463.md
38749554,Cardiovascular toxicity of immune therapies for cancer.,2024,BMJ (Clinical research ed.),open access,True,bronze,,https://www.bmj.com/content/bmj/385/bmj-2023-075859.full.pdf,corpus/by-pmid/38749554.md
38750699,Augmentation of the EPR effect by mild hyperthermia to improve nanoparticle delivery to the tumor.,2024,Biochimica et biophysica acta. Reviews on cancer,open access,True,hybrid,,https://doi.org/10.1016/j.bbcan.2024.189109,corpus/by-pmid/38750699.md
38759702,Novel strategies for modulating the gut microbiome for cancer therapy.,2024,Advanced drug delivery reviews,open access,True,green,PMC11268941,https://pmc.ncbi.nlm.nih.gov/articles/PMC11268941/pdf/nihms-2010989.pdf,corpus/by-pmid/38759702.md
