pmid,sample_mechanism,sample_bucket,predicted_evidence_level,title,year,journal,pub_types,mechanisms,abstract_excerpt,gold_evidence_level,gold_label_status,gold_notes
37153626,car-t,predicted-tagged,preclinical-invivo,Syngeneic mouse model of human HER2+ metastatic breast cancer for the evaluation of trastuzumab emtansine combined with oncolytic rhabdovirus.,2023,Frontiers in immunology,"Journal Article | Research Support, Non-U.S. Gov't",antibody-drug-conjugate | car-t | immunotherapy | oncolytic-virus,"**background**: established mouse models of her2+ cancer are based on the over-expression of rodent neu/erbb2 homologues, which are incompatible with human her2 (huher2) targeted therapeutics. additionally, the use of immune-deficient xenograft or transgenic models precludes assessment of native anti-tumour immune responses. these hurdles have been a challenge for our understanding of the immune mechanisms behind huher2-targeting immunotherapies. **methods**: to assess the immune impacts of our ...",,pending,
38623463,car-t,predicted-tagged,preclinical-invivo,Combination of T cell-redirecting strategies with a bispecific antibody blocking TGF-β and PD-L1 enhances antitumor responses.,2024,Oncoimmunology,Journal Article,bispecific-antibody | car-t | immunotherapy,"t cell-based immunotherapies for solid tumors have not achieved the clinical success observed in hematological malignancies, partially due to the immunosuppressive effect promoted by the tumor microenvironment, where pd-l1 and tgf-β play a pivotal role. however, durable responses to immune checkpoint inhibitors remain limited to a minority of patients, while tgf-β inhibitors have not reached the market yet. here, we describe a bispecific antibody for dual blockade of pd-l1 and tfg-β, termed axf ...",,pending,
38954079,car-t,predicted-tagged,preclinical-invitro,Engineered CD147-CAR macrophages for enhanced phagocytosis of cancers.,2024,"Cancer immunology, immunotherapy : CII",Journal Article,car-t | immunotherapy,"chimeric antigen receptor (car) t cell therapy has shown promising results in hematologic malignancies, but its effectiveness in solid cancers remains challenging. macrophages are immune cells residing within the tumor microenvironment. they can phagocytose tumor cells. recently, car macrophages (car-m) have been a promising candidate for treating solid cancers. one of the common cancer antigens overexpressed in various types of cancer is cd147. car-t and nk cells targeting cd147 antigen have sh...",,pending,
39433427,car-t,predicted-tagged,preclinical-invivo,Microenvironmental alkalization promotes the therapeutic effects of MSLN-CAR-T cells.,2024,Journal for immunotherapy of cancer,Journal Article,car-t | immunotherapy,"triple-negative breast cancer (tnbc) is characterized by high invasion, prone metastasis, frequent recurrence and poor prognosis. unfortunately, the curative effects of current clinical therapies, including surgery, radiotherapy, chemotherapy and immunotherapy, are still limited in patients with tnbc. in this study, we showed that the heterogeneous expression at the protein level and subcellular location of mesothelin (msln), a potential target for chimeric antigen receptor-t (car-t) cell therap...",,pending,
39723764,car-t,predicted-tagged,preclinical-invitro,Dual-targeted STAb-T cells secreting BCMA and CD19 T cell engagers for improved control of haematological cancers.,2025,Oncoimmunology,Journal Article,car-t | immunotherapy,"despite recent advances in immunotherapy against b cell malignancies such as bcma (b cell maturation antigen) and cd19-targeted treatments using soluble t cell-engaging (tce) antibodies or chimeric antigen receptor t cells (car-t), there is still an important number of patients experiencing refractory/relapsed (r/r) disease. approaches to avoid tumor-intrinsic mechanisms of resistance such as immune pressure-mediated antigen downmodulation, are being broadly investigated. these strategies includ...",,pending,
40191207,car-t,predicted-tagged,preclinical-invitro,"Multi-targeted, NOT gated CAR-T cells as a strategy to protect normal lineages for blood cancer therapy.",2025,Frontiers in immunology,Journal Article,car-t | immunotherapy,"**introduction**: despite advances in treatment of blood cancers, several-including acute myeloid leukemia (aml)-continue to be recalcitrant. cell therapies based on chimeric antigen receptors (cars) have emerged as promising approaches for blood cancers. however, current car-t treatments suffer from on-target, off-tumor toxicity, because most familiar blood cancer targets are also expressed in normal lineages. in addition, they face the common problem of relapse due to target-antigen loss. cell...",,pending,
41579862,car-t,predicted-tagged,preclinical-invivo,Pan-cancer N-glycoproteomic atlas of patient-derived xenografts uncovers FAT2 as an actionable surface target.,2026,Cell reports. Medicine,Journal Article,car-t,"cell surface proteins offer significant cancer therapeutic potential attributable to their accessible membrane localization and central roles in cellular signaling, yet their promise remains largely untapped due to technical challenges inherent to profiling them. here, we employ n-glycoproteomics to analyze 85 patient-derived xenografts (pdxs), constructing glyco pdxplorer-an in vivo pan-cancer atlas of cancer-derived surface proteins. we develop a target discovery pipeline to prioritize protein...",,pending,
30804551,car-t,predicted-untagged,,One-step generation of modular CAR-T cells with AAV-Cpf1.,2019,Nature methods,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",car-t | crispr | immunotherapy,"immune-cell engineering opens new capabilities for fundamental immunology research and immunotherapy. we developed a system for efficient generation of chimeric antigen receptor (car)-engineered t cells (car-t cells) with considerably enhanced features by streamlined genome engineering. by leveraging trans-activating crispr (clustered regularly interspaced short palindromic repeats) rna (tracrrna)-independent crispr-cpf1 systems with adeno-associated virus (aav), we were able to build a stable c...",,pending,
34746864,car-t,predicted-untagged,,Genetic re-direction of canine primary T cells for clinical trial use in pet dogs with spontaneous cancer.,2021,STAR protocols,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",car-t | immunotherapy,"immunocompetent pet dogs develop spontaneous, human-like cancers, representing a parallel patient population for the investigation of chimeric antigen receptor (car) therapies. we have optimized a retrovirus-based protocol to efficiently car transduce primary t cells from healthy and tumor-bearing dogs. while transduction efficiencies and car-t expansion vary among dogs, car expression is typically higher and more stable compared with previous protocols, thus enabling human and comparative oncol...",,pending,
35148469,car-t,predicted-untagged,,Cancer gene therapy goes viral: viral vector platforms come of age.,2022,Radiology and oncology,Journal Article,car-t,"**background**: since the advent of viral vector gene therapy in 1990s, cancer treatment with viral vectors promised to revolutionize the field of oncology. notably, viral vectors offer a unique combination of efficient gene delivery and engagement of the immune system for anti-tumour response. despite the early potential, viral vector-based cancer treatments are only recently making a big impact, most prominently as gene delivery devices in approved car-t cell therapies, cancer vaccines and tar...",,pending,
35483375,car-t,predicted-untagged,,Enhanced safety and efficacy of protease-regulated CAR-T cell receptors.,2022,Cell,"Journal Article | Research Support, Non-U.S. Gov't | Research Support, U.S. Gov't, Non-P.H.S. | Research Support, N.I.H., Extramural",car-t | immunotherapy,"regulatable car platforms could circumvent toxicities associated with car-t therapy, but existing systems have shortcomings including leakiness and attenuated activity. here, we present snip cars, a protease-based platform for regulating car activity using an fda-approved small molecule. design iterations yielded car-t cells that manifest full functional capacity with drug and no leaky activity in the absence of drug. in numerous models, snip car-t cells were more potent than constitutive car-t ...",,pending,
35875870,car-t,predicted-untagged,,Discovery of a Transferrin Receptor 1-Binding Aptamer and Its Application in Cancer Cell Depletion for Adoptive T-Cell Therapy Manufacturing.,2022,Journal of the American Chemical Society,"Journal Article | Research Support, Non-U.S. Gov't | Research Support, U.S. Gov't, Non-P.H.S. | Research Support, N.I.H., Extramural",car-t,"the clinical manufacturing of chimeric antigen receptor (car) t cells includes cell selection, activation, gene transduction, and expansion. while the method of t-cell selection varies across companies, current methods do not actively eliminate the cancer cells in the patient's apheresis product from the healthy immune cells. alarmingly, it has been found that transduction of a single leukemic b cell with the car gene can confer resistance to car t-cell therapy and lead to treatment failure. in ...",,pending,
36101937,car-t,predicted-untagged,,Nano-optogenetic immunotherapy.,2022,Clinical and translational medicine,"Journal Article | Research Support, Non-U.S. Gov't | Research Support, N.I.H., Extramural | Research Support, U.S. Gov't, Non-P.H.S.",car-t | immunotherapy,"chimeric antigen receptor (car) t cell-based immunotherapy has been increasingly used in the clinic for cancer intervention over the past 5 years. car t-cell therapy takes advantage of genetically-modified t cells to express synthetic car molecules on the cell surface. to date, up to six car t cell therapy products have been approved by the food and drug administration for the treatment of leukaemia, lymphoma, and multiple myeloma. in addition, hundreds of car-t products are currently under clin...",,pending,
36761762,car-t,predicted-untagged,,Human antibodies targeting ENPP1 as candidate therapeutics for cancers.,2023,Frontiers in immunology,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",antibody-drug-conjugate | bispecific-antibody | car-t | immunotherapy,"ectonucleotide pyrophosphatase/phosphodiesterase 1 (enpp1) is a type ii transmembrane glycoprotein expressed in many tissues. high expression levels of enpp1 have been observed in many cancer types such as lung cancer, ovarian cancer, and breast cancer. such overexpression has been associated with poor prognosis in these diseases. hence, enpp1 is a potential target for immunotherapy across multiple cancers. here, we isolated and characterized two high-affinity and specific anti-enpp1 fab antibod...",,pending,
38374055,car-t,predicted-untagged,,Structural basis for antibody recognition of the proximal MUC16 ectodomain.,2024,Journal of ovarian research,Journal Article,antibody-drug-conjugate | car-t,"**background**: mucin 16 (muc16) overexpression is linked with cancer progression, metastasis, and therapy resistance in high grade serous ovarian cancer and other malignancies. the cleavage of muc16 forms independent bimodular fragments, the shed tandem repeat sequence which circulates as a protein bearing the ovarian cancer biomarker (ca125) and a proximal membrane-bound component which is critical in muc16 oncogenic behavior. a humanized, high affinity antibody targeting the proximal ectodoma...",,pending,
38612786,car-t,predicted-untagged,,B7-H3 Expression in Breast Cancer and Brain Metastasis.,2024,International journal of molecular sciences,Journal Article,car-t | immunotherapy,"brain metastasis is a significant challenge for some breast cancer patients, marked by its aggressive nature, limited treatment options, and poor clinical outcomes. immunotherapies have emerged as a promising avenue for brain metastasis treatment. b7-h3 (cd276) is an immune checkpoint molecule involved in t cell suppression, which is associated with poor survival in cancer patients. given the increasing number of clinical trials using b7-h3 targeting car t cell therapies, we examined b7-h3 expre...",,pending,
38882639,car-t,predicted-untagged,,Non-viral expression of chimeric antigen receptors with multiplex gene editing in primary T cells.,2024,Frontiers in bioengineering and biotechnology,Journal Article,car-t | crispr,"efficient engineering of t cells to express exogenous tumor-targeting receptors such as chimeric antigen receptors (cars) or t-cell receptors (tcrs) is a key requirement of effective adoptive cell therapy for cancer. genome editing technologies, such as crispr/cas9, can further alter the functional characteristics of therapeutic t cells through the knockout of genes of interest while knocking in synthetic receptors that can recognize cancer cells. performing multiple rounds of gene transfer with...",,pending,
38889435,car-t,predicted-untagged,,Outpatient administration of CAR T-cell therapies using a strategy of no remote monitoring and early CRS intervention.,2024,Blood advances,"Journal Article | Research Support, N.I.H., Extramural",car-t | immunotherapy,recent studies demonstrating the feasibility of outpatient chimeric antigen receptor (car)-modified t-cell therapy administration are either restricted to cars with 41bb costimulatory domains or use intensive at-home monitoring. we report outcomes of outpatient administration of all commercially available cd19- and b-cell maturation antigen (bcma)-directed car t-cell therapy using a strategy of no remote at-home monitoring and an early cytokine release syndrome (crs) intervention strategy. patie...,,pending,
40076777,car-t,predicted-untagged,,Expression Profiles of Five Common Cancer Membrane Protein Antigens Collected for the Development of Cocktail CAR-T Cell Therapies Applicable to Most Solid Cancer Patients.,2025,International journal of molecular sciences,Journal Article,car-t | immunotherapy,"although cd19 car-t has been highly effective against b-cell blood cancers, there are few reports of successful treatments for solid cancers, probably because there are few protein antigens specifically expressed on the surface of the cancer cell membrane. the key to developing a groundbreaking car-t cell therapy effective against solid cancers is to ""overcome the heterogeneity of cancer antigens"". for this purpose, it is necessary to target multiple cancer antigens simultaneously. in this study...",,pending,
40187754,car-t,predicted-untagged,,Characteristics of second primary malignancies following bispecific antibodies therapy.,2025,Journal for immunotherapy of cancer,Journal Article,bispecific-antibody | car-t,"**background**: the risk of secondary primary malignancies (spms) associated with bispecific antibody (bsab)-a promising alternative to chimeric antigen receptor (car)-t therapy-remains insufficiently explored. **methods**: using large-scale, real-world data from the us food and drug administration's adverse event reporting system, we identified the relative frequency and characteristics of spms following bsabs therapy and conducted a comprehensive comparison of treatment-related spm profiles be...",,pending,
29988525,oncolytic-virus,predicted-tagged,preclinical-invivo,Systemically Administered Sindbis Virus in Combination with Immune Checkpoint Blockade Induces Curative Anti-tumor Immunity.,2018,Molecular therapy oncolytics,Journal Article,immunotherapy | oncolytic-virus,"oncolytic viruses represent a promising form of cancer immunotherapy. we investigated the potential of sindbis virus (sv) for the treatment of solid tumors expressing the human cancer testis antigen nyeso-1. nyeso-1 is an immunogenic antigen frequently expressed in numerous cancers, such as ovarian cancer. we show that sv expressing the tumor-associated antigen nyeso-1 (sv-nyeso1) acts as an immunostimulatory agent, inducing systemic and rapid lymphocyte activation, leading to a pro-inflammatory...",,pending,
33922052,oncolytic-virus,predicted-tagged,preclinical-invivo,Systemic Delivery of Oncolytic Adenovirus to Tumors Using Tumor-Infiltrating Lymphocytes as Carriers.,2021,Cells,"Journal Article | Research Support, Non-U.S. Gov't",immunotherapy | oncolytic-virus,"immunotherapy with tumor-infiltrating lymphocytes (til) or oncolytic adenoviruses, have shown promising results in cancer treatment, when used as separate therapies. when used in combination, the antitumor effect is synergistically potentiated due oncolytic adenovirus infection and its immune stimulating effects on t cells. indeed, studies in hamsters have shown a 100% complete response rate when animals were treated with oncolytic adenovirus coding for tnfa and il-2 (ad5/3-e2f-d24-htnfa-ires-hi...",,pending,
37439437,oncolytic-virus,predicted-tagged,preclinical-invitro,Interferon-expressing oncolytic adenovirus + chemoradiation inhibited pancreatic cancer growth in a hamster model.,2023,Cancer science,Journal Article,oncolytic-virus,"past clinical trials of adjuvant therapy combined with interferon (ifn) alpha, fluorouracil, cisplatin, and radiation improved the 5-year survival rate of pancreatic ductal adenocarcinoma (pdac). however, these trials also revealed the disadvantages of the systemic toxicity of ifn and insufficient delivery of ifn. to improve efficacy and tolerability, we have developed an oncolytic adenovirus-expressing ifn (ifn-oad). here, we evaluated ifn-oad in combination with chemotherapy (gemcitabine + nab...",,pending,
37908722,oncolytic-virus,predicted-tagged,preclinical-invivo,Systemic delivery of glycosylated-PEG-masked oncolytic virus enhances targeting of antitumor immuno-virotherapy and modulates T and NK cell infiltration.,2023,Theranostics,"Journal Article | Research Support, Non-U.S. Gov't",oncolytic-virus,"rationale: immuno-virotherapy has emerged as a promising approach for cancer treatment, as it directly and cytotoxically eliminates tumors with systemic immune stimulation. however, the clinical efficacy of this approach remains limited by inappropriate delivery routes, robust antiviral responses, and the tumor immunosuppressive microenvironment. methods: to address these challenges, we propose a surface engineering strategy that masks oncolytic herpes simplex virus (ohsv) with a galactose-polye...",,pending,
38750591,oncolytic-virus,predicted-tagged,preclinical-invitro,Fusogenic vesicular stomatitis virus combined with natural killer T cell immunotherapy controls metastatic breast cancer.,2024,Breast cancer research : BCR,"Journal Article | Research Support, Non-U.S. Gov't",immunotherapy | oncolytic-virus,"**background**: metastatic breast cancer is a leading cause of cancer death in woman. current treatment options are often associated with adverse side effects and poor outcomes, demonstrating the need for effective new treatments. immunotherapies can provide durable outcomes in many cancers; however, limited success has been achieved in metastatic triple negative breast cancer. we tested whether combining different immunotherapies can target metastatic triple negative breast cancer in pre-clinic...",,pending,
38910324,oncolytic-virus,predicted-tagged,preclinical-invivo,Overcoming effector T cell exhaustion in ovarian cancer ascites with a novel adenovirus encoding for a MUC1 bispecific antibody engager and IL-2 cytokine.,2024,Molecular therapy : the journal of the American Society of Gene Therapy,Journal Article,bispecific-antibody | immunotherapy | oncolytic-virus,"t cell-focused cancer immunotherapy including checkpoint inhibitors and cell therapies has been rapidly evolving over the past decade. nevertheless, there remains a major unmet medical need in oncology generally and immuno-oncology specifically. we have constructed an oncolytic adenovirus, ad5/3-e2f-d24-amuc1acd3-il-2 (tilt-322), which is armed with a human amuc1acd3 t cell engager and il-2. tilt-322 treatment stimulated t cell cytotoxicity through the increased presence of granzyme b, perforin,...",,pending,
39299564,oncolytic-virus,predicted-tagged,preclinical-invivo,A novel vesicular stomatitis virus armed with IL-2 mimic for oncolytic therapy.,2024,Virologica Sinica,Journal Article,immunotherapy | oncolytic-virus,"oncolytic virus (ov) is increasingly being recognized as a novel vector in cancer immunotherapy. increasing evidence suggests that ov has the ability to change the immune status of tumor microenvironment, so called transformation of 'cold' tumors into 'hot' tumors. the improved anti-tumor immunity can be induced by ov and further enhanced through the combination of various immunomodulators. the neo-2/15 is a newly de novo synthesized cytokine that functions as both il-2 and il-15. however, it sp...",,pending,
39830516,oncolytic-virus,predicted-tagged,preclinical-invivo,GM-CSF and IL-21-armed oncolytic vaccinia virus significantly enhances anti-tumor activity and synergizes with anti-PD1 immunotherapy in pancreatic cancer.,2024,Frontiers in immunology,Journal Article,crispr | immunotherapy | oncolytic-virus,"pancreatic cancer is one of the most aggressive cancers and poses significant challenges to current therapies because of its complex immunosuppressive tumor microenvironment (tme). oncolytic viruses armed with immunoregulatory molecules are promising strategies to overcome limited efficacy and target inaccessible and metastatic tumors. in this study, we constructed a tumor-selective vaccinia virus (vv) with deletions of the tk and a49 genes (vvlδtkδa49, vvl-dd) using crispr-cas9-based homologous...",,pending,
40495644,oncolytic-virus,predicted-tagged,preclinical-invitro,"Impact of SPP1 and HMOX1 Genes in Glioma: Correlations With Oncolytic Virus Infection, Adverse Prognosis and Increased Cell Proliferation.",2025,Journal of cellular and molecular medicine,Journal Article,oncolytic-virus,a high death rate among glioma patients is primarily due to poor prognostic outcomes and tumour metastasis. oncolytic viruses have gained attention as a potential therapeutic strategy as eliminating tumour cells and modifying tumour microenvironment. this research highlights the urgent necessity to investigate novel therapeutic targets and clarify molecular mechanisms in glioma. the gse166914 dataset was analysed to examine the spp1 and hmox1 expression after vsv-m51 infection in glioma. by util...,,pending,
41053536,oncolytic-virus,predicted-tagged,preclinical-invivo,Identification of TPRA1 as a Novel Receptor and Predictive Biomarker for Oncolytic Virus M1.,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",Journal Article,crispr | oncolytic-virus,"viral receptors are essential host factors that determine the tropism of oncolytic viruses, and contribute to their selective targeting of cancer cells. in this study, a membrane protein-targeted crispr-cas9 screen is conducted and identify transmembrane protein adipocyte-associated 1 (tpra1) as a novel receptor for oncolytic virus m1(ovm), a promising oncolytic virus currently under clinical investigation. mechanistically, tpra1 facilitates ovm infection by promoting both viral attachment and i...",,pending,
41350820,oncolytic-virus,predicted-tagged,preclinical-invitro,Functional analysis and verification of GYG2 in oncolytic virus-infected glioma.,2025,BMC cancer,Journal Article,oncolytic-virus,"**background**: oncolytic virus has emerged as a promising candidate against tumors by infecting and killing cancer cells. in addition to poor prognosis of patients with glioma, the exact mechanisms driving the oncolytic virus therapy in glioma remain poorly understood. **methods**: we employed enterovirus a71 (ev-a71)-based dataset (gse136330), vesicular stomatitis virus (vsv)-m51-based dataset (gse166914) and tcga-glioma cohort to identify potential candidate gene after oncolytic virus infecti...",,pending,
41850740,oncolytic-virus,predicted-tagged,preclinical-invivo,Intratumoral PD-1-directed IL-2 expression via oncolytic vaccinia virus elicits superior antitumor effects with enhanced safety.,2026,Journal for immunotherapy of cancer,Journal Article,immunotherapy | oncolytic-virus,"**background**: cancer immunotherapy has revolutionized treatment, offering new hope for patients with previously hard-to-treat cancers. however, many solid tumors are classified as non-inflamed, meaning they are less responsive to immunotherapies. this underscores the need for novel strategies to transform these non-inflamed tumors into immune-inflamed ones. oncolytic viruses, particularly when engineered, hold promise for stimulating immune responses and transforming these tumors. cytokines, i...",,pending,
31940588,oncolytic-virus,predicted-untagged,,Oncolytic adenovirus shapes the ovarian tumor microenvironment for potent tumor-infiltrating lymphocyte tumor reactivity.,2020,Journal for immunotherapy of cancer,"Journal Article | Research Support, Non-U.S. Gov't",oncolytic-virus,"**background**: ovarian cancers often contain significant numbers of tumor-infiltrating lymphocytes (tils) that can be readily harnessed for adoptive t-cell therapy (act). however, the immunosuppressive ovarian tumor microenvironment and lack of tumor reactivity in tils can limit the effectiveness of the therapy. we hypothesized that by using an oncolytic adenovirus (ad5/3-e2f-d24-htnfa-ires-hil2; tilt-123) to deliver tumor necrosis factor alpha (tnfa) and interleukin-2 (il-2), we could countera...",,pending,
33199510,oncolytic-virus,predicted-untagged,,Oncolytic vaccinia virus reinvigorates peritoneal immunity and cooperates with immune checkpoint inhibitor to suppress peritoneal carcinomatosis in colon cancer.,2020,Journal for immunotherapy of cancer,"Journal Article | Research Support, Non-U.S. Gov't",immunotherapy | oncolytic-virus,"**background**: peritoneal carcinomatosis (pc) is a common and devastating manifestation of colon cancer and refractory to conventional anticancer therapeutics. during the peritoneal dissemination of colon cancer, peritoneal immunity is nullified by various mechanisms of immune evasion. here, we employed the armed oncolytic vaccinia virus mjx-594 (jx) to rejuvenate the peritoneal antitumor immune responses in the treatment of pc. **methods**: pc model of mc38 colon cancer was generated and intra...",,pending,
33643696,oncolytic-virus,predicted-untagged,,Synergistic anti-tumor efficacy of oncolytic influenza viruses and B7-H3 immune- checkpoint inhibitors against IC-resistant lung cancers.,2021,Oncoimmunology,"Journal Article | Research Support, Non-U.S. Gov't",immunotherapy | oncolytic-virus,"non-small cell lung cancers (nsclcs) establish a highly immunosuppressive tumor microenvironment supporting cancer growth. to interfere with cancer-mediated immunosuppression, selective immune-checkpoint inhibitors (icis) have been approved as a standard-of-care treatment for nsclcs. however, the majority of patients poorly respond to ici-based immunotherapies. oncolytic viruses are amongst the many promising immunomodulatory treatments tested as standalone therapy or in combination with icis to...",,pending,
34707035,oncolytic-virus,predicted-untagged,,Intratumoral cancer immunotherapy exploiting anti-viral immunity.,2022,Journal of clinical and experimental hematopathology : JCEH,Journal Article,car-t | immunotherapy | oncolytic-virus,"after a long period of endeavor, immunotherapy has become the mainstream of cancer therapies. this success is mostly ascribed to immune checkpoint blockade, chimeric antigen receptor-transduced t cell therapies, and bispecific antibodies. however, these methods have been effective or applicable to only a limited proportion of patients so far. thus, further development of broadly applicable and effective immunotherapies is eagerly anticipated. given that innate immunity is key to the induction of...",,pending,
35441043,oncolytic-virus,predicted-untagged,,Immunogenic Cell Death in Cancer Therapy.,2022,Acta naturae,Journal Article,oncolytic-virus,"apoptosis plays a crucial role in chemotherapy-induced cell death. the conventional theory holding that apoptosis needs to be immunologically silent has recently been revised, and the concept of immunogenic cell death (icd) has been proposed. this review describes the main features of icd induction. these icd markers are important for the effectiveness of anticancer therapy, as well as for basic research into cell death regulation. the mechanism of the ""vaccination effect"" of dying cancer cells ...",,pending,
35959373,oncolytic-virus,predicted-untagged,,ABCD3 is a prognostic biomarker for glioma and associated with immune infiltration: A study based on oncolysis of gliomas.,2022,Frontiers in cellular and infection microbiology,"Journal Article | Research Support, Non-U.S. Gov't",immunotherapy | oncolytic-virus,"**background**: gliomas are the most lethal primary brain tumors and are still a major therapeutic challenge. oncolytic virus therapy is a novel and effective means for glioma. however, little is known about gene expression changes during this process and their biological functions on glioma clinical characteristics and immunity. **methods**: the rna-seq data after oncolytic virus ev-a71 infection on glioma cells were analyzed to screen significantly downregulated genes. once abcd3 was selected,...",,pending,
36860656,oncolytic-virus,predicted-untagged,,Intertumoral Differences Dictate the Outcome of TGF-β Blockade on the Efficacy of Viro-Immunotherapy.,2023,Cancer research communications,"Journal Article | Research Support, Non-U.S. Gov't",bispecific-antibody | immunotherapy | oncolytic-virus,"**unlabelled**: the absence of t cells in the tumor microenvironment of solid tumors is a major barrier to cancer immunotherapy efficacy. oncolytic viruses, including reovirus type 3 dearing (reo), can recruit cd8+ t cells to the tumor and thereby enhance the efficacy of immunotherapeutic strategies that depend on high t-cell density, such as cd3-bispecific antibody (bsab) therapy. tgf-β signaling might represent another barrier to effective reo&cd3-bsab therapy due to its immunoinhibitory chara...",,pending,
37296165,oncolytic-virus,predicted-untagged,,Directed natural evolution generates a next-generation oncolytic virus with a high potency and safety profile.,2023,Nature communications,"Journal Article | Research Support, Non-U.S. Gov't",oncolytic-virus,"oncolytic viruses (ovs) represent a type of encouraging multi-mechanistic drug for the treatment of cancer. however, attenuation of virulence, which is generally required for the development of ovs based on pathogenic viral backbones, is frequently accompanied by a compromised killing effect on tumor cells. by exploiting the property of viruses to evolve and adapt in cancer cells, we perform directed natural evolution on refractory colorectal cancer cell hct-116 and generate a next-generation on...",,pending,
37634292,oncolytic-virus,predicted-untagged,,Creation and characterization of a recombinant mammalian orthoreovirus expressing σ1 fusion proteins encoding human epidermal growth factor receptor 2 peptides.,2023,Virology,"Journal Article | Research Support, Non-U.S. Gov't | Research Support, N.I.H., Extramural",oncolytic-virus,"mammalian orthoreovirus (mrv) is an oncolytic virus that has been tested in over 30 clinical trials. increased clinical success has been achieved when mrv is used in combination with other onco-immunotherapies. this has led the field to explore the creation of recombinant mrvs which incorporate immunotherapeutic sequences into the virus genome. this work focuses on creation and characterization of a recombinant mrv, s1/her2nhd, which encodes a truncated σ1 protein fused in frame with three human...",,pending,
37675296,oncolytic-virus,predicted-untagged,,Combination strategies incorporating oncolytic viruses and immune checkpoint inhibitors for advanced melanoma: what is the evidence?,2023,Annals of translational medicine,Editorial | Comment,immunotherapy | oncolytic-virus,,,pending,
37795088,oncolytic-virus,predicted-untagged,,Editorial: Exploring oncolytic virus-mediated changes in immune microenvironment and immune cells in solid tumors.,2023,Frontiers in immunology,Editorial,oncolytic-virus,,,pending,
38473379,oncolytic-virus,predicted-untagged,,Intratumoral Delivery of Interleukin 9 via Oncolytic Vaccinia Virus Elicits Potent Antitumor Effects in Tumor Models.,2024,Cancers,Journal Article,immunotherapy | oncolytic-virus,"the success of cancer immunotherapy is largely associated with immunologically hot tumors. approaches that promote the infiltration of immune cells into tumor beds are urgently needed to transform cold tumors into hot tumors. oncolytic viruses can transform the tumor microenvironment (tme), resulting in immunologically hot tumors. cytokines are good candidates for arming oncolytic viruses to enhance their function in this transformation. here, we used the oncolytic vaccinia virus (ovv) to delive...",,pending,
40518291,oncolytic-virus,predicted-untagged,,"Commentary on ""Targeted release of a bispecific fusion protein SIRPα/Siglec-10 by oncolytic adenovirus reinvigorates tumor-associated macrophages to improve therapeutic outcomes in solid tumors"".",2025,Journal for immunotherapy of cancer,Journal Article,immunotherapy | oncolytic-virus | phagocytosis-checkpoint,"tumor-associated macrophages (tams), long exploited by cancers to evade immune detection, can now be reprogrammed into potent antitumor effectors through cutting-edge viral engineering. in a landmark study published in the journal for immunotherapy of cancer, zhang et al introduced an innovative adenovirus, adv-mss, that blocks two critical ""don't eat me"" signals, cd47 and cd24, used by tumors to paralyze macrophage activity. by converting immunosuppressive tams into tumor-engulfing predators an...",,pending,
40082588,synthetic-lethality,predicted-tagged,preclinical-invitro,Preclinical evaluation of a novel antibody-drug conjugate OBI-992 for Cancer therapy.,2025,Scientific reports,Journal Article,antibody-drug-conjugate | synthetic-lethality,"trophoblast cell surface antigen 2 (trop2), a transmembrane glycoprotein highly expressed in a variety of epithelial cancers, has been considered as a primary therapeutic target for the development of antibody-drug conjugates (adcs). obi-992, an investigational trop2-targeted adc, is composed of a novel trop2 antibody (r4702) conjugated to the topoisomerase i (top1) inhibitor exatecan through a hydrophilic enzyme-cleavable linker. this study aimed to characterize r4702 and obi-992 in vitro. trop...",,pending,
41390513,synthetic-lethality,predicted-tagged,preclinical-invitro,Challenges and opportunities for oncology drug repurposing informed by synthetic lethality.,2025,NPJ systems biology and applications,Journal Article,crispr | synthetic-lethality,"although two-thirds of cancers arise from loss-of-function mutations in tumor suppressor genes, there are few approved targeted therapies linked to these alterations. synthetic lethality offers a promising strategy to treat such cancers by targeting vulnerabilities unique to cancer cells with these mutations. to identify clinically relevant synthetic lethal interactions, we analyzed genome-wide crispr/cas9 knock-out (ko) viability screens from the cancer dependency map and evaluated their clinic...",,pending,
35562840,synthetic-lethality,predicted-untagged,,SynLethDB 2.0: a web-based knowledge graph database on synthetic lethality for novel anticancer drug discovery.,2022,Database : the journal of biological databases and curation,"Journal Article | Research Support, Non-U.S. Gov't",crispr | synthetic-lethality,"two genes are synthetic lethal if mutations in both genes result in impaired cell viability, while mutation of either gene does not affect the cell survival. the potential usage of synthetic lethality (sl) in anticancer therapeutics has attracted many researchers to identify synthetic lethal gene pairs. to include newly identified sls and more related knowledge, we present a new version of the synlethdb database to facilitate the discovery of clinically relevant sls. we extended the first versio...",,pending,
