pmid,title,year,journal,missing_kind,is_oa,oa_status,pmcid,oa_url,path
36266192,Irreversible electroporation and electrochemotherapy in oncology: State of the art.,2022,Diagnostic and interventional imaging,open access,True,green,,https://hal.science/hal-03842460/document,corpus/by-pmid/36266192.md
36269795,"Preclinical Study of a Biparatopic METxMET Antibody-Drug Conjugate, REGN5093-M114, Overcomes MET-driven Acquired Resistance to EGFR TKIs in EGFR-mutant NSCLC.",2023,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,green,,https://aacrjournals.org/clincancerres/article/29/1/221/711969,corpus/by-pmid/36269795.md
36272261,Recent advances in gene therapy-based cancer monotherapy and synergistic bimodal therapy using upconversion nanoparticles: Structural and biological aspects.,2022,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2022.113872,corpus/by-pmid/36272261.md
36272509,Combination of carboplatin and photodynamic therapy with 9-hydroxypheophorbide ɑ enhances mitochondrial and endoplasmic reticulum apoptotic effect in AMC-HN-3 laryngeal cancer cells.,2022,Photodiagnosis and photodynamic therapy,paywalled,False,closed,,,corpus/by-pmid/36272509.md
36274461,Interaction of microbiome and immunity in tumorigenesis and clinical treatment.,2022,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2022.113894,corpus/by-pmid/36274461.md
36277414,HPV18 oncoproteins driven expression of PKM2 reprograms HeLa cell metabolism to maintain aerobic glycolysis and viability.,2022,Virusdisease,open access,True,green,PMC9481809,https://www.ncbi.nlm.nih.gov/pmc/articles/9481809,corpus/by-pmid/36277414.md
36283240,"Effects of pulsed electromagnetic field therapy on fatigue, walking performance, depression, and quality of life in adults with multiple sclerosis: a randomized placebo-controlled trial.",2022,Brazilian journal of physical therapy,open access,True,hybrid,PMC9594115,https://doi.org/10.1016/j.bjpt.2022.100449,corpus/by-pmid/36283240.md
36299168,Oncolytic virus preclinical toxicology studies.,2023,Journal of applied toxicology : JAT,paywalled,False,closed,,,corpus/by-pmid/36299168.md
36301470,Nanotechnology-Driven Delivery Systems in Inoculation Therapies.,2023,"Methods in molecular biology (Clifton, N.J.)",paywalled,False,closed,,,corpus/by-pmid/36301470.md
36301695,A Novel Class of On-Treatment Cancer Immunotherapy Biomarker: Trough Levels of Antibody Therapeutics in Peripheral Blood.,2022,Immunological investigations,open access,True,hybrid,,https://doi.org/10.1080/08820139.2022.2131570,corpus/by-pmid/36301695.md
36305867,Brain Metastasis from HER2-Positive Breast Cancer: An Evolving Landscape.,2023,Clinical cancer research : an official journal of the American Association for Cancer Research,paywalled,False,closed,,,corpus/by-pmid/36305867.md
36306728,Current status of the preclinical evaluation of alternating electric fields as a form of cancer therapy.,2023,"Bioelectrochemistry (Amsterdam, Netherlands)",open access,True,hybrid,,https://doi.org/10.1016/j.bioelechem.2022.108287,corpus/by-pmid/36306728.md
36306738,Multifunctional Magnetic Nanoclusters Can Induce Immunogenic Cell Death and Suppress Tumor Recurrence and Metastasis.,2022,ACS nano,paywalled,False,closed,,,corpus/by-pmid/36306738.md
36309080,A PARP1 PROTAC as a novel strategy against PARP inhibitor resistance via promotion of ferroptosis in p53-positive breast cancer.,2022,Biochemical pharmacology,paywalled,False,closed,,,corpus/by-pmid/36309080.md
36309208,Gut Microbiota Modulation of Efficacy and Toxicity of Cancer Chemotherapy and Immunotherapy.,2023,Gastroenterology,open access,True,bronze,,http://www.gastrojournal.org/article/S0016508522011969/pdf,corpus/by-pmid/36309208.md
36309827,Rationalizing rules for immunotherapy combination trials: About time for precision immunotherapy.,2023,Cancer,paywalled,False,closed,,,corpus/by-pmid/36309827.md
36322340,"Structure-based drug design of potential inhibitors of FBXW8, the substrate recognition component of Cullin-RING ligase 7.",2023,Molecular diversity,paywalled,False,closed,,,corpus/by-pmid/36322340.md
36326183,An Integrated Polymeric mRNA Vaccine without Inflammation Side Effects for Cellular Immunity Mediated Cancer Therapy.,2023,"Advanced materials (Deerfield Beach, Fla.)",paywalled,False,closed,,,corpus/by-pmid/36326183.md
36327577,Development of visualization and analysis methods for evaluating intratumoral nanoparticle kinetics for tumor-targeted drug delivery using Förster resonance energy transfer in vivo live imaging and tissue clearing techniques.,2023,Journal of pharmaceutical and biomedical analysis,paywalled,False,closed,,,corpus/by-pmid/36327577.md
36327875,The main battlefield of mRNA vaccine - Tumor immune microenvironment.,2022,International immunopharmacology,paywalled,False,closed,,,corpus/by-pmid/36327875.md
36328488,A Pilot Study of 68Ga-PSMA11 and 68Ga-RM2 PET/MRI for Evaluation of Prostate Cancer Response to High-Intensity Focused Ultrasound Therapy.,2023,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",open access,True,bronze,,https://jnm.snmjournals.org/content/jnumed/64/4/592.full.pdf,corpus/by-pmid/36328488.md
36336023,Microbial fuel cell: A green eco-friendly agent for tannery wastewater treatment and simultaneous bioelectricity/power generation.,2023,Chemosphere,paywalled,False,closed,,,corpus/by-pmid/36336023.md
36336324,Ablation efficacy of 5-aminolevulinic acid-mediated photodynamic therapy on human glioma stem cells.,2023,Photodiagnosis and photodynamic therapy,open access,True,hybrid,,https://doi.org/10.1016/j.pdpdt.2022.103119,corpus/by-pmid/36336324.md
36336899,Tumor treating fields with radiation for glioblastoma: a narrative review.,2022,Chinese clinical oncology,open access,True,diamond,,https://cco.amegroups.com/article/viewFile/103588/pdf,corpus/by-pmid/36336899.md
36342102,"A Phase 1 First-in-Human Study of FS118, a Tetravalent Bispecific Antibody Targeting LAG-3 and PD-L1 in Patients with Advanced Cancer and PD-L1 Resistance.",2023,Clinical cancer research : an official journal of the American Association for Cancer Research,open access,True,bronze,,https://aacrjournals.org/clincancerres/article-pdf/29/5/888/3270273/888.pdf,corpus/by-pmid/36342102.md
36343204,Cancer Immunology and Immunotherapy: From Defining Basic Immunology to Leading the Fight Against Cancer.,2022,Immunological investigations,paywalled,False,closed,,,corpus/by-pmid/36343204.md
36343668,"A computational model of cell membrane bioelectric polarization and depolarization, connected with cell proliferation, in different tissue geometries.",2023,Journal of theoretical biology,paywalled,False,closed,,,corpus/by-pmid/36343668.md
36350285,Combined phototherapy with metabolic reprogramming-targeted albumin nanoparticles for treating breast cancer.,2022,Biomaterials science,paywalled,False,closed,,,corpus/by-pmid/36350285.md
36351643,[Warm autoimmune hemolytic anemia and IgM-monoclonal gammopathy following BNT162b2 COVID-19 vaccine in a patient with splenic marginal zone lymphoma].,2022,[Rinsho ketsueki] The Japanese journal of clinical hematology,paywalled,False,unknown,,,corpus/by-pmid/36351643.md
36355054,"Design and Preclinical Evaluation of a Novel B7-H4-Directed Antibody-Drug Conjugate, AZD8205, Alone and in Combination with the PARP1-Selective Inhibitor AZD5305.",2023,Clinical cancer research : an official journal of the American Association for Cancer Research,paywalled,False,closed,,,corpus/by-pmid/36355054.md
36355259,"Concurrent chemoradiation and Tumor Treating Fields (TTFields, 200 kHz) for patients with newly diagnosed glioblastoma: patterns of progression in a single institution pilot study.",2022,Journal of neuro-oncology,paywalled,False,closed,,,corpus/by-pmid/36355259.md
36357583,CRISPR cancer trial success paves the way for personalized treatments.,2022,Nature,paywalled,False,closed,,,corpus/by-pmid/36357583.md
36369571,"The role of the speech and language therapist in the rehabilitation of speech, swallowing, voice and trismus in people diagnosed with head and neck cancer.",2022,British dental journal,paywalled,False,closed,,,corpus/by-pmid/36369571.md
36370604,"KN026 (anti-HER2 bispecific antibody) in patients with previously treated, advanced HER2-expressing gastric or gastroesophageal junction cancer.",2023,"European journal of cancer (Oxford, England : 1990)",open access,True,hybrid,,http://www.ejcancer.com/article/S0959804922007961/pdf,corpus/by-pmid/36370604.md
36370994,PD-L1 small-molecule modulators: A new hope in epigenetic-based multidrug cancer therapy?,2023,Drug discovery today,paywalled,False,closed,,,corpus/by-pmid/36370994.md
36377519,Quantitative analysis of drug distribution in heterogeneous tissues using dual-stacking capillary electrophoresis-mass spectrometry.,2023,British journal of pharmacology,paywalled,False,closed,,,corpus/by-pmid/36377519.md
36379358,LogP of N-acyl-gemcitabine and lectin-corona emerge as key parameters in nanoparticulate intravesical cancer therapy.,2023,European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences,open access,True,gold,,https://doi.org/10.1016/j.ejps.2022.106330,corpus/by-pmid/36379358.md
36382735,Effect of concomitant antibiotics use on patient outcomes and adverse effects in patients treated with ICIs.,2023,Immunopharmacology and immunotoxicology,paywalled,False,closed,,,corpus/by-pmid/36382735.md
36382950,Targeting Ibrutinib to Tumor-Infiltrating T Cells with a Sialic Acid Conjugate-Modified Phospholipid Complex for Improved Tumor Immunotherapy.,2023,Molecular pharmaceutics,paywalled,False,closed,,,corpus/by-pmid/36382950.md
36385722,Metal Complexes for Cancer Sonodynamic Therapy.,2023,Chembiochem : a European journal of chemical biology,paywalled,False,closed,,,corpus/by-pmid/36385722.md
36395425,Full Remission of CAR-Deficient Tumors by DOTAP-Folate Liposome Encapsulation of Adenovirus.,2022,ACS biomaterials science & engineering,paywalled,False,closed,,,corpus/by-pmid/36395425.md
36399829,Surface-engineered nanoparticles in cancer immune response and immunotherapy: Current status and future prospects.,2023,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2022.113998,corpus/by-pmid/36399829.md
36403579,"Brentuximab vedotin plus nivolumab after autologous haematopoietic stem-cell transplantation for adult patients with high-risk classic Hodgkin lymphoma: a multicentre, phase 2 trial.",2023,The Lancet. Haematology,paywalled,False,closed,,,corpus/by-pmid/36403579.md
36410699,Polylactic acid based polymeric nanoparticle mediated co-delivery of navitoclax and decitabine for cancer therapy.,2023,"Nanomedicine : nanotechnology, biology, and medicine",paywalled,False,closed,,,corpus/by-pmid/36410699.md
36415085,A review of the novel tissue factor antibody-drug conjugate: Tisotumab vedotin.,2023,Journal of oncology pharmacy practice : official publication of the International Society of Oncology Pharmacy Practitioners,paywalled,False,closed,,,corpus/by-pmid/36415085.md
36427779,"Current state of, prospects for, and obstacles to mRNA vaccine development.",2023,Drug discovery today,open access,True,hybrid,,https://doi.org/10.1016/j.drudis.2022.103458,corpus/by-pmid/36427779.md
36435236,Oncolytic viruses as emerging therapy against cancers including Oncovirus-induced cancers.,2023,European journal of pharmacology,paywalled,False,closed,,,corpus/by-pmid/36435236.md
36435604,"Systemic Therapy for Early- and Late-Stage, Human Epidermal Growth Factor Receptor-2-Positive Breast Cancer.",2023,Hematology/oncology clinics of North America,open access,True,green,,https://escholarship.org/uc/item/05x2v5hv,corpus/by-pmid/36435604.md
36436021,Oncolytic virus-mediated reducing of myeloid-derived suppressor cells enhances the efficacy of PD-L1 blockade in gemcitabine-resistant pancreatic cancer.,2023,"Cancer immunology, immunotherapy : CII",open access,True,green,PMC10991145,https://www.ncbi.nlm.nih.gov/pmc/articles/10991145,corpus/by-pmid/36436021.md
36436092,Hyperbaric oxygen enhanced the chemotherapy of mitochondrial targeting molecule IR-780 in bladder cancer.,2023,Journal of cancer research and clinical oncology,open access,True,green,PMC11797215,https://www.ncbi.nlm.nih.gov/pmc/articles/11797215,corpus/by-pmid/36436092.md
36436181,Peptide-based LDH5 inhibitors enter cancer cells and impair proliferation.,2022,Cellular and molecular life sciences : CMLS,open access,True,green,PMC11802983,https://www.ncbi.nlm.nih.gov/pmc/articles/11802983,corpus/by-pmid/36436181.md
36436360,Photo-sonodynamic therapy mediated with OLI_NPs to induce HPV16E7-specific immune response and inhibit cervical cancer in a Tc-1-grafted murine model.,2023,"Journal of photochemistry and photobiology. B, Biology",paywalled,False,closed,,,corpus/by-pmid/36436360.md
36436709,Transarterial viroembolization improves the therapeutic efficacy of immune-excluded liver cancer: Three birds with one stone.,2023,Pharmacological research,open access,True,hybrid,,https://doi.org/10.1016/j.phrs.2022.106581,corpus/by-pmid/36436709.md
36441776,"A Multicenter, Randomized, Single-blind, 2-Arm Intervention Study Evaluating the Adverse Events and Quality of Life After Irreversible Electroporation for the Ablation of Localized Low-intermediate Risk Prostate Cancer.",2023,The Journal of urology,open access,True,green,,https://pure.amsterdamumc.nl/files/142465511/A-multicenter-randomized-single-blind-2-arm-intervention-study-evaluating-the-adverse-events-and-quality-of-life-afte.pdf,corpus/by-pmid/36441776.md
36442772,"mTOR inhibitor, gemcitabine and PD-L1 antibody blockade combination therapy suppresses pancreatic cancer progression via metabolic reprogramming and immune microenvironment remodeling in Trp53flox/+LSL-KrasG12D/+Pdx-1-Cre murine models.",2023,Cancer letters,paywalled,False,closed,,,corpus/by-pmid/36442772.md
36443094,Exercise as a tool to improve the quality of life of patients after breast cancer treatment.,2022,Klinicka onkologie : casopis Ceske a Slovenske onkologicke spolecnosti,open access,True,diamond,,https://doi.org/10.48095/ccko2022392,corpus/by-pmid/36443094.md
36446128,Nanoparticle-Mediated PRDX2 Inhibition for Specific Targeting of CHK2-Null Colorectal Cancer.,2022,ACS biomaterials science & engineering,paywalled,False,closed,,,corpus/by-pmid/36446128.md
36446254,Targeting NaPi2b in ovarian cancer.,2023,Cancer treatment reviews,open access,True,hybrid,,https://doi.org/10.1016/j.ctrv.2022.102489,corpus/by-pmid/36446254.md
36448907,[The intestinal microbiota: An actor of immunotherapy responses in lung cancer ?].,2022,Medecine sciences : M/S,paywalled,False,closed,,,corpus/by-pmid/36448907.md
36455556,POLQ seals post-replicative ssDNA gaps to maintain genome stability in BRCA-deficient cancer cells.,2022,Molecular cell,open access,True,hybrid,,http://www.cell.com/article/S109727652201070X/pdf,corpus/by-pmid/36455556.md
36455759,An anti-EGFR antibody-drug conjugate overcomes resistance to HER2-targeted drugs.,2023,Cancer letters,open access,True,hybrid,,https://ars.els-cdn.com/content/image/1-s2.0-S0304383522005110-ga1_lrg.jpg,corpus/by-pmid/36455759.md
36461713,Multi-omics characterization of synthetic lethality-related molecular features: implications for SL-based therapeutic target screening.,2023,The FEBS journal,paywalled,False,closed,,,corpus/by-pmid/36461713.md
36463434,"Wearable, noninvasive, pulsed shortwave (radiofrequency) therapy for analgesia and opioid sparing following outpatient surgery: A proof-of-concept case series.",2023,Pain practice : the official journal of World Institute of Pain,open access,True,green,,https://escholarship.org/uc/item/3kz809hn,corpus/by-pmid/36463434.md
36464584,The heightened importance of the microbiome in cancer immunotherapy.,2023,Trends in immunology,paywalled,False,closed,,,corpus/by-pmid/36464584.md
36464766,Siltuximab as a primary treatment for cytokine release syndrome in a patient receiving a bispecific antibody in a clinical trial setting.,2023,Journal of oncology pharmacy practice : official publication of the International Society of Oncology Pharmacy Practitioners,paywalled,False,closed,,,corpus/by-pmid/36464766.md
36477855,Racial survival disparities in head and neck cancer clinical trials.,2023,Journal of the National Cancer Institute,open access,True,green,PMC9996207,https://www.ncbi.nlm.nih.gov/pmc/articles/9996207,corpus/by-pmid/36477855.md
36481319,"Amivantamab, an Epidermal Growth Factor Receptor (EGFR) and Mesenchymal-epithelial Transition Factor (MET) Bispecific Antibody, Designed to Enable Multiple Mechanisms of Action and Broad Clinical Applications.",2023,Clinical lung cancer,open access,True,bronze,,http://www.clinical-lung-cancer.com/article/S152573042200256X/pdf,corpus/by-pmid/36481319.md
36481408,Recent advances in targeted gene silencing and cancer therapy by nanoparticle-based delivery systems.,2023,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2022.114065,corpus/by-pmid/36481408.md
36484747,[CAR-T cells therapy in solid tumors : where are we now ?].,2022,Revue medicale de Liege,paywalled,False,unknown,,,corpus/by-pmid/36484747.md
36493619,5-Fluorouracil nano-delivery systems as a cutting-edge for cancer therapy.,2023,European journal of medicinal chemistry,paywalled,False,closed,,,corpus/by-pmid/36493619.md
36493899,5-ALA mediated photodynamic therapy with combined treatment improves anti-tumor efficacy of immunotherapy through boosting immunogenic cell death.,2023,Cancer letters,paywalled,False,closed,,,corpus/by-pmid/36493899.md
36493949,Targeting glycolysis for cancer therapy using drug delivery systems.,2023,Journal of controlled release : official journal of the Controlled Release Society,paywalled,False,closed,,,corpus/by-pmid/36493949.md
36495467,CRISPR-Cas9-mediated gene therapy in lung cancer.,2023,Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico,paywalled,False,closed,,,corpus/by-pmid/36495467.md
36495481,Median 5-year outcomes of primary focal irreversible electroporation for localised prostate cancer.,2023,BJU international,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bju.15946,corpus/by-pmid/36495481.md
36495482,Salvage irreversible electroporation for radio-recurrent prostate cancer - the prospective FIRE trial.,2023,BJU international,open access,True,green,,https://pure.amsterdamumc.nl/files/156184172/Salvage-irreversible-electroporation-for-radio-recurrent-prostate-cancer--the-prospective-fire-trial.pdf,corpus/by-pmid/36495482.md
36495878,A second-generation antibody-drug conjugate to treat HER2-positive breast cancer.,2023,"Lancet (London, England)",paywalled,False,closed,,,corpus/by-pmid/36495878.md
36502755,Attenuated WNV-poly(A) exerts a broad-spectrum oncolytic effect by selective virus replication and CD8+ T cell-dependent immune response.,2023,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2022.114094,corpus/by-pmid/36502755.md
36502928,Antibody-drug conjugates in breast cancer: Marching from HER2-overexpression into HER2-low.,2023,Biochimica et biophysica acta. Reviews on cancer,paywalled,False,closed,,,corpus/by-pmid/36502928.md
36503396,"Comparative Study of Extremely Low-Frequency Electromagnetic Field, Radiation, and Temozolomide Administration in Spheroid and Monolayer Forms of the Glioblastoma Cell Line (T98).",2023,Current radiopharmaceuticals,paywalled,False,closed,,,corpus/by-pmid/36503396.md
36508587,MonumenTAL Results for Talquetamab in Myeloma.,2023,Cancer discovery,paywalled,False,closed,,,corpus/by-pmid/36508587.md
36509363,PAK4 inhibition improves PD1 blockade immunotherapy in prostate cancer by increasing immune infiltration.,2023,Cancer letters,paywalled,False,closed,,,corpus/by-pmid/36509363.md
36512628,PARP Inhibition Induces Synthetic Lethality and Adaptive Immunity in LKB1-Mutant Lung Cancer.,2023,Cancer research,open access,True,bronze,,https://aacrjournals.org/cancerres/article-pdf/83/4/568/3268535/568.pdf,corpus/by-pmid/36512628.md
36512861,Mitochondrial dysfunction-targeted nanosystems for precise tumor therapeutics.,2023,Biomaterials,paywalled,False,closed,,,corpus/by-pmid/36512861.md
36517459,An efficient combination immunotherapy for antitumor immunity without accelerating cardiac allograft rejection.,2023,Immunology,paywalled,False,closed,,,corpus/by-pmid/36517459.md
36529190,Radiation-assisted strategies provide new perspectives to improve the nanoparticle delivery to tumor.,2023,Advanced drug delivery reviews,paywalled,False,closed,,,corpus/by-pmid/36529190.md
36529989,Extensive genomic analysis in patients with KRAS-mutated solid tumors shows high frequencies of concurrent alterations and potential targets but has limited clinical impact.,2022,"Acta oncologica (Stockholm, Sweden)",open access,True,diamond,,https://doi.org/10.1080/0284186x.2022.2156809,corpus/by-pmid/36529989.md
36536047,Hyperglycaemia induces metabolic reprogramming into a glycolytic phenotype and promotes epithelial-mesenchymal transitions via YAP/TAZ-Hedgehog signalling axis in pancreatic cancer.,2023,British journal of cancer,open access,True,green,PMC9977781,https://www.ncbi.nlm.nih.gov/pmc/articles/9977781,corpus/by-pmid/36536047.md
36539109,Nanodroplet-enhanced sonodynamic therapy potentiates immune checkpoint blockade for systemic suppression of triple-negative breast cancer.,2023,Acta biomaterialia,paywalled,False,closed,,,corpus/by-pmid/36539109.md
36541457,Drugless nanoparticles tune-up an array of intertwined pathways contributing to immune checkpoint signaling and metabolic reprogramming in triple-negative breast cancer.,2022,"Biomedical materials (Bristol, England)",paywalled,False,closed,,,corpus/by-pmid/36541457.md
36543960,Rebalancing TGFβ1/BMP signals in exhausted T cells unlocks responsiveness to immune checkpoint blockade therapy.,2023,Nature immunology,paywalled,False,closed,,,corpus/by-pmid/36543960.md
36545949,A Dual-Responsive STAT3 Inhibitor Nanoprodrug Combined with Oncolytic Virus Elicits Synergistic Antitumor Immune Responses by Igniting Pyroptosis.,2023,"Advanced materials (Deerfield Beach, Fla.)",paywalled,False,closed,,,corpus/by-pmid/36545949.md
36546552,Effects of a Plant-Based High-Protein Diet on Fatigue in Breast Cancer Patients Undergoing Adjuvant Chemotherapy - a Randomized Controlled Trial.,2023,Nutrition and cancer,paywalled,False,closed,,,corpus/by-pmid/36546552.md
36549674,A New Sono-Chemo Sensitizer Overcoming Tumor Hypoxia for Augmented Sono/Chemo-Dynamic Therapy and Robust Immune-Activating Response.,2023,"Small (Weinheim an der Bergstrasse, Germany)",open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202206078,corpus/by-pmid/36549674.md
36550389,Gut microbiota: a potential target for improved cancer therapy.,2023,Journal of cancer research and clinical oncology,open access,True,green,PMC11796762,https://www.ncbi.nlm.nih.gov/pmc/articles/11796762,corpus/by-pmid/36550389.md
36562709,First-In-Human Histotripsy Trial for Liver Tumor Treatment: The New Echo Superpower.,2023,Radiology. Imaging cancer,open access,True,diamond,PMC9896221,https://doi.org/10.1148/rycan.229026,corpus/by-pmid/36562709.md
36572093,Oncolytic virus treatment of human breast cancer cells: Modelling therapy efficacy.,2023,Journal of theoretical biology,paywalled,False,closed,,,corpus/by-pmid/36572093.md
36575328,Synergistic effect of combined PI3 kinase inhibitor and PARP inhibitor treatment on BCR/ABL1-positive acute lymphoblastic leukemia cells.,2023,International journal of hematology,paywalled,False,closed,,,corpus/by-pmid/36575328.md
36575819,Identification of tumour antigens and immune subtypes in the development of an anti-cancer vaccine for endometrial carcinoma.,2023,Scandinavian journal of immunology,paywalled,False,closed,,,corpus/by-pmid/36575819.md
36576435,Nanoenabled Tumor Energy Metabolism Disorder via Sonodynamic Therapy for Multidrug Resistance Reversal and Metastasis Inhibition.,2023,ACS applied materials & interfaces,paywalled,False,closed,,,corpus/by-pmid/36576435.md
36579947,Targeting Notch-Driven Cytokine Secretion: Novel Therapies for Triple Negative Breast Cancer.,2023,DNA and cell biology,paywalled,False,closed,,,corpus/by-pmid/36579947.md
36583572,Ag-Doped Metal-Organic Frameworks' Heterostructure for Sonodynamic Therapy of Deep-Seated Cancer and Bacterial Infection.,2022,ACS nano,paywalled,False,closed,,,corpus/by-pmid/36583572.md
36584935,CD8+ T cell exhaustion and cancer immunotherapy.,2023,Cancer letters,paywalled,False,closed,,,corpus/by-pmid/36584935.md
36586241,"Targeting regulatory T cells in gastric cancer: Pathogenesis, immunotherapy, and prognosis.",2023,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,open access,True,gold,,https://doi.org/10.1016/j.biopha.2022.114180,corpus/by-pmid/36586241.md
36587124,Generation and Quantification of Cytotoxic Lymphocytes Following Oncolytic Virus Infection of Multi-cellular Tumor Spheroids.,2023,"Methods in molecular biology (Clifton, N.J.)",paywalled,False,closed,,,corpus/by-pmid/36587124.md
36587138,A CRISPR Platform for Targeted In Vivo Screens.,2023,"Methods in molecular biology (Clifton, N.J.)",paywalled,False,closed,,,corpus/by-pmid/36587138.md
36588054,"Dual immune checkpoint inhibitors or combined with anti-VEGF agents in advanced, unresectable hepatocellular carcinoma.",2023,European journal of internal medicine,paywalled,False,closed,,,corpus/by-pmid/36588054.md
36591974,Oxygen-Deficient Molybdenum Oxide Nanosensitizers for Ultrasound-Enhanced Cancer Metalloimmunotherapy.,2023,Angewandte Chemie (International ed. in English),paywalled,False,closed,,,corpus/by-pmid/36591974.md
36594205,Median 4-year outcomes of salvage irreversible electroporation for localized radio-recurrent prostate cancer.,2023,BJU international,open access,True,green,,https://pure.amsterdamumc.nl/files/152252908/Median-4-year-outcomes-of-salvage-irreversible-electroporation-for-localized-radio-recurrent-prostate-cancer.pdf,corpus/by-pmid/36594205.md
36595041,Effect of antimicrobial therapy on progression-free survival of immunotherapy and chemo-/immunotherapy in patients with non-small cell lung cancer.,2023,Journal of cancer research and clinical oncology,open access,True,green,PMC11796687,https://pmc.ncbi.nlm.nih.gov/articles/PMC11796687/pdf/432_2022_Article_4567.pdf,corpus/by-pmid/36595041.md
36595474,Gold Nanoparticles Functionalized with Au-Se-Bonded Peptides Used as Gatekeepers for the Off-Target Release of Resveratrol in the Treatment of Triple-Negative Breast Cancer.,2023,ACS applied materials & interfaces,paywalled,False,closed,,,corpus/by-pmid/36595474.md
36600091,Irreversible electroporation in radio-recurrent prostate cancer.,2023,Nature reviews. Urology,paywalled,False,closed,,,corpus/by-pmid/36600091.md
36600447,Innovative nanotheranostics: Smart nanoparticles based approach to overcome breast cancer stem cells mediated chemo- and radioresistances.,2023,Wiley interdisciplinary reviews. Nanomedicine and nanobiotechnology,paywalled,False,closed,,,corpus/by-pmid/36600447.md
36601794,Combining EZH2 inhibitors with other therapies for solid tumors: more choices for better effects.,2022,Epigenomics,paywalled,False,closed,,,corpus/by-pmid/36601794.md
36602938,Off-the-shelf T cells deliver remissions for certain kinds of leukemia.,2023,Cancer,open access,True,bronze,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cncr.34624,corpus/by-pmid/36602938.md
36603445,Cleavable collagenase-assistant nanosonosensitizer for tumor penetration and sonodynamic therapy.,2023,Biomaterials,paywalled,False,closed,,,corpus/by-pmid/36603445.md
36604531,Thermal immuno-nanomedicine in cancer.,2023,Nature reviews. Clinical oncology,paywalled,False,closed,,,corpus/by-pmid/36604531.md
36607943,"Early Single-Center Experience With Irreversible Electroporation for Stage 2, 3, and 4 Pancreatic Adenocarcinomas.",2022,Pancreas,paywalled,False,closed,,,corpus/by-pmid/36607943.md
36609146,Targeting Lin28 axis enhances glypican-3-CAR T cell efficacy against hepatic tumor initiating cell population.,2023,Molecular therapy : the journal of the American Society of Gene Therapy,open access,True,green,PMC10014222,https://pmc.ncbi.nlm.nih.gov/articles/PMC10014222/pdf/main.pdf,corpus/by-pmid/36609146.md
36609838,Cancer Immunotherapy Elicited by Immunogenic Cell Death Based on Smart Nanomaterials.,2023,Small methods,paywalled,False,closed,,,corpus/by-pmid/36609838.md
36610060,Acidity-Biodegradable Iridium-Coordinated Nanosheets for Amplified Ferroptotic Cell Death Through Multiple Regulatory Pathways.,2023,Advanced healthcare materials,paywalled,False,closed,,,corpus/by-pmid/36610060.md
36617643,Emerging Therapies for Breast Cancer.,2023,Cold Spring Harbor perspectives in medicine,open access,True,bronze,PMC10411864,http://perspectivesinmedicine.cshlp.org/content/13/8/a041333.full.pdf,corpus/by-pmid/36617643.md
36621000,"A Phase IIb, single arm, multicenter trial of sacituzumab govitecan in Chinese patients with metastatic triple-negative breast cancer who received at least two prior treatments.",2023,International journal of cancer,open access,True,hybrid,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ijc.34424,corpus/by-pmid/36621000.md
36621226,"Recent Key Studies in Cancers of the Uterine Corpus and Cervix: New Updates in Immunotherapy, the Microbiome, Bone Density, Quantifying Lymphovascular Invasion, and Hypofractionated Pelvic Radiation Therapy.",2023,"International journal of radiation oncology, biology, physics",paywalled,False,closed,,,corpus/by-pmid/36621226.md
36625328,cRGD-targeted gold-based nanoparticles overcome EGFR-TKI resistance of NSCLC via low-temperature photothermal therapy combined with sonodynamic therapy.,2023,Biomaterials science,paywalled,False,closed,,,corpus/by-pmid/36625328.md
36628768,The self-powered electrochemical biosensing platform with multi-amplification strategy for ultrasensitive detection of microRNA-155.,2023,Analytica chimica acta,paywalled,False,closed,,,corpus/by-pmid/36628768.md
36629350,Top advances of the year: Melanoma.,2023,Cancer,open access,True,bronze,PMC11234509,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cncr.34590,corpus/by-pmid/36629350.md
36631681,Therapy with oncolytic viruses: progress and challenges.,2023,Nature reviews. Clinical oncology,paywalled,False,closed,,,corpus/by-pmid/36631681.md
